DATE,AG,AL,C,CU,J,JM,L,M,MA,NI,P,PB,PP,PVC,Y,ZC
2015/2/9,-0.07295,-0.24675,0.041103,-0.03308,-0.34834,-0.46884,,0.731844946,1.69962,0.598587,-0.48422,-0.11435,,-1,-0.11777,-0.07181
2015/2/10,-0.07547,-0.24453,0.024899,-0.00163,-0.34834,-0.46884,,0.731844946,1.69962,0.59771,-0.49222,-0.11758,,-1,-0.14338,-0.07355
2015/2/11,-0.07771,-0.24488,0.024899,0.010611,-0.34834,-0.46884,,0.731844946,1.69962,0.603464,-0.49465,-0.10994,,-1,-0.16704,-0.07617
2015/2/12,-0.07881,-0.24474,0.024899,0.029801,-0.34834,-0.46884,,0.731844946,1.479087,0.592098,-0.5073,-0.10898,,-1,-0.16787,-0.05695
2015/2/13,-0.06868,-0.245,0.024899,0.034587,-0.37196,-0.47567,,0.731844946,1.460377,0.586449,-0.51319,-0.10848,,-1,-0.16787,-0.04629
2015/2/14,-0.07289,-0.24837,0.024899,0.029192,-0.37196,-0.46789,,0.731844946,1.460377,0.582984,-0.51659,-0.10654,,-1,-0.16244,-0.03213
2015/2/15,-0.07289,-0.24776,0.024899,0.028962,-0.4007,-0.46789,,0.731844946,1.460377,0.584609,-0.51659,-0.10484,,-1,-0.16244,-0.01764
2015/2/16,-0.07013,-0.24879,0.01193,0.02868,-0.4007,-0.46789,,0.54160297,1.460377,0.583159,-0.51659,-0.10575,,-1,-0.16244,0.002704
2015/2/17,-0.07813,-0.24958,0.027928,0.029972,-0.4007,-0.46789,,0.54160297,1.460377,0.584185,-0.51836,-0.10557,,-1,-0.12263,0.029029
2015/2/18,-0.07404,-0.25176,0.027928,0.027174,-0.4007,-0.46789,,0.54160297,1.460377,0.58404,-0.51994,-0.1073,,-1,-0.14161,0.02886
2015/2/19,-0.07748,-0.25361,0.027928,0.032593,-0.4007,-0.46789,,0.54160297,1.460377,0.579892,-0.51659,-0.10563,,-1,-0.15821,0.040201
2015/2/20,-0.07298,-0.2541,0.027928,0.036976,-0.4007,-0.46789,,0.54160297,1.672131,0.581892,-0.51659,-0.10257,,-1,-0.15991,0.047069
2015/2/21,-0.07421,-0.25341,0.027928,0.042671,-0.4007,-0.46871,0.545455,0.54160297,1.672131,0.582139,-0.51157,-0.10059,,-1,-0.16787,0.055124
2015/2/22,-0.07421,-0.25245,0.027928,0.062919,-0.40923,-0.46871,0.545455,0.54160297,1.672131,0.585107,-0.51157,-0.10067,,-1,-0.16787,0.06544
2015/2/23,-0.07426,-0.2537,0.001578,0.06702,-0.40923,-0.46871,0.545455,0.026763636,1.672131,0.581378,-0.51157,-0.10214,,-1,-0.16787,0.082699
2015/2/24,-0.07832,-0.25344,0.035691,0.055188,-0.40923,-0.46871,0.545455,0.026763636,1.672131,0.579949,-0.50993,-0.09783,,-1,-0.15346,0.074174
2015/2/25,-0.07702,-0.25214,0.035691,0.064123,-0.40923,-0.46871,0.545455,0.026763636,1.672131,0.586168,-0.50993,-0.09397,,-1,-0.15389,0.07189
2015/2/26,-0.08016,-0.2507,0.036561,0.082912,-0.40923,-0.46871,0.5,0.026763636,1.57377,0.592785,-0.51588,-0.09418,,-1,-0.18518,0.048907
2015/2/27,-0.08182,-0.25146,0.036561,0.093882,-0.40923,-0.46871,0.5,0.026763636,1.492063,0.582519,-0.51295,-0.09545,,-1,-0.18559,0.04256
2015/2/28,-0.08569,-0.2506,0.036561,0.103001,-0.3891,-0.46779,0.5,0.026763636,1.492063,0.583607,-0.51893,-0.09305,,-1,-0.18929,0.04507
2015/3/1,-0.08569,-0.25003,0.036561,0.097561,-0.41914,-0.46779,0.5,-0.380218182,1.492063,0.584063,-0.51893,-0.09214,,-1,-0.18929,0.087183
2015/3/2,-0.08436,-0.25093,0.014745,0.104002,-0.41914,-0.46779,0.5,-0.5098355,1.492063,0.592444,-0.51893,-0.09232,,-1,-0.18929,0.109907
2015/3/3,-0.075,-0.25197,0.023574,0.114893,-0.41914,-0.46779,0.5,-0.5098355,1.492063,0.5924,-0.51707,-0.09269,,-1,-0.16608,0.117189
2015/3/4,-0.07354,-0.25196,0.023574,0.159263,-0.41914,-0.46779,0.5,-0.5098355,1.492063,0.590666,-0.53622,-0.09472,,-1,-0.20176,0.115595
2015/3/5,-0.07279,-0.25222,0.023574,0.185278,-0.41914,-0.46779,0.5,-0.5098355,1.492063,0.592448,-0.53622,-0.09444,,-1,-0.20176,0.113749
2015/3/6,-0.07304,-0.25269,0.032431,0.21624,-0.35974,-0.44236,0.5,-0.5098355,1.649789,0.597657,-0.54039,-0.09125,,-1,-0.20176,0.122505
2015/3/7,-0.06811,-0.25237,0.032781,0.223524,-0.35974,-0.43786,0.5,-0.5098355,1.649789,0.603564,-0.54703,-0.09242,,-1,-0.20176,0.120147
2015/3/8,-0.06811,-0.25422,0.032781,0.236528,-0.3978,-0.43786,0.5,-0.457609571,1.649789,0.596133,-0.54703,-0.0915,,-1,-0.20176,0.121405
2015/3/9,-0.07026,-0.25343,0.016128,0.248934,-0.3978,-0.43786,0.5,-0.454219238,1.649789,0.595779,-0.54703,-0.09086,,-1,-0.24781,0.119266
2015/3/10,-0.07787,-0.25283,0.009716,0.262838,-0.3978,-0.43786,0.5,-0.454219238,1.649789,0.599636,-0.55316,-0.09398,,-1,-0.26986,0.143733
2015/3/11,-0.07654,-0.25161,0.009716,0.294276,-0.3978,-0.43786,0.5,-0.454219238,1.649789,0.59469,-0.55953,-0.09442,,-1,-0.26198,0.121475
2015/3/12,-0.07599,-0.2497,0.009716,0.332533,-0.3978,-0.43786,0.5,-0.454219238,1.531646,0.591547,-0.55953,-0.08527,,-1,-0.26159,0.142573
2015/3/13,-0.07739,-0.24971,0.008919,0.362905,-0.30778,-0.45993,0.454545,-0.454219238,1.643172,0.593806,-0.5849,-0.0237,,-1,-0.26083,0.133569
2015/3/14,-0.07014,-0.24919,0.00925,0.369128,-0.30778,-0.44339,0.454545,-0.454219238,1.643172,0.589389,-0.59,-0.01958,,-1,-0.2589,0.140189
2015/3/15,-0.07014,-0.24961,0.00925,0.385706,-0.30778,-0.44339,0.454545,-0.351429564,1.643172,0.587173,-0.59,-0.01458,,-1,-0.2589,0.135469
2015/3/16,-0.06887,-0.24852,0.000974,0.422343,-0.30778,-0.44339,0.454545,-0.356199012,1.643172,0.582612,-0.59,-0.01862,,-1,-0.2589,0.129961
2015/3/17,-0.06651,-0.24193,-0.01533,0.439967,-0.30778,-0.44339,0.454545,-0.356199012,1.643172,0.594456,-0.60238,-0.0254,,-1,-0.26214,0.134754
2015/3/18,-0.06803,-0.2473,-0.01533,0.422925,-0.31742,-0.44339,0.454545,-0.356199012,1.643172,0.591647,-0.60238,0.009659,,-1,-0.26451,0.131128
2015/3/19,-0.06577,-0.24706,-0.0153,0.346669,-0.31742,-0.44339,,-0.356199012,1.651982,0.593843,-0.59937,0.016319,,-1,-0.26152,0.1168
2015/3/20,-0.06896,-0.27068,-0.01528,0.348577,-0.23783,-0.41977,,-0.356199012,1.315385,0.586761,-0.58708,0.01789,,-1,-0.26233,0.108521
2015/3/21,-0.06502,-0.26936,-0.01528,0.359379,-0.23783,-0.40786,,-0.356199012,1.315385,0.518809,-0.58246,0.019442,,-1,-0.26233,0.138256
2015/3/22,-0.06502,-0.268,-0.01528,0.376174,-0.25203,-0.40786,,-0.205561301,1.315385,0.518037,-0.58246,0.020803,,-1,-0.26233,0.142733
2015/3/23,-0.06753,-0.26764,-0.00171,0.374074,-0.25203,-0.40786,,-0.123145212,1.315385,0.516366,-0.58246,0.030247,,-1,-0.28537,0.136528
2015/3/24,-0.06407,-0.26914,0.007732,0.378071,-0.25203,-0.40786,,-0.123145212,1.315385,0.521592,-0.57005,0.027866,,-1,-0.29759,0.147685
2015/3/25,-0.0601,-0.27002,0.007732,0.391286,-0.25203,-0.40786,,-0.123145212,1.315385,0.530664,-0.57056,0.027436,,-1,-0.27737,0.160722
2015/3/26,-0.05755,-0.26984,0.007732,0.372479,-0.25203,-0.40786,,-0.123145212,1.373077,0.525893,-0.57056,0.025528,,-1,-0.27494,0.143112
2015/3/27,-0.04482,-0.26994,0,0.361684,-0.17002,-0.41589,,-0.123145212,1.448413,0.519512,-0.58529,0.025028,,-1,-0.27601,0.148319
2015/3/28,-0.03945,-0.27046,0,0.372249,-0.17002,-0.41327,,-0.123145212,1.448413,0.511752,-0.57724,0.027803,,,-0.27562,0.142683
2015/3/29,-0.03945,-0.26975,0,0.367491,-0.18496,-0.41327,,-0.083576411,1.448413,0.518171,-0.57724,0.028297,,,-0.27562,0.155928
2015/3/30,-0.03587,-0.27095,0.030137,0.367782,-0.18496,-0.41327,,-0.068574375,1.448413,0.524014,-0.57724,0.030508,,,-0.27562,0.168359
2015/3/31,-0.03572,-0.27238,0.021739,0.363839,-0.18496,-0.41327,,-0.068574375,1.448413,0.519663,-0.56888,0.021854,,,-0.30486,0.201359
2015/4/1,-0.02911,-0.27349,0.021739,0.368125,-0.18496,-0.41327,,-0.068574375,1.448413,0.520917,-0.5842,0.015805,,,-0.31319,0.220573
2015/4/2,-0.02705,-0.27229,0.021739,0.384755,-0.18496,-0.41327,,-0.068574375,1.480159,0.520623,-0.5842,0.008546,,,-0.31373,0.189565
2015/4/3,-0.0246,-0.27146,0.021739,0.408876,-0.16224,-0.42045,,-0.068574375,1.306273,0.522102,-0.61258,0.008938,,,-0.31197,0.185689
2015/4/4,-0.01641,-0.27019,0.021739,0.434249,-0.16224,-0.40316,,-0.068574375,1.306273,0.526105,-0.61402,0.008938,,,-0.31197,0.201573
2015/4/5,-0.01641,-0.27015,0.021739,0.454069,-0.15451,-0.40316,,-0.205207528,1.306273,0.531463,-0.61402,0.008161,,,-0.31197,0.185073
2015/4/6,-0.01749,-0.27015,0.029891,0.453579,-0.15451,-0.40316,,-0.225863151,1.306273,0.531463,-0.61402,0.008161,,,-0.31197,0.184056
2015/4/7,-0.01776,-0.27181,0.024324,0.453189,-0.15451,-0.40316,,-0.225863151,1.306273,0.532102,-0.61402,0.00337,,,-0.33405,0.186194
2015/4/8,-0.01906,-0.27464,0.024324,0.45554,-0.15451,-0.40316,,-0.225863151,1.306273,0.535091,-0.61544,-0.02545,,,-0.33704,0.191394
2015/4/9,-0.01149,-0.27628,0.024865,0.476658,-0.15451,-0.40316,,-0.225863151,1.261993,0.531161,-0.61544,-0.02925,,,-0.36805,0.194779
2015/4/10,-0.02252,-0.27727,0.024865,0.496524,-0.14737,-0.39577,,-0.225863151,1.32197,0.540318,-0.6161,-0.03481,,,-0.36669,0.175191
2015/4/11,-0.01567,-0.27741,0.024865,0.524066,-0.14737,-0.39223,,-0.225863151,1.32197,0.546714,-0.6171,-0.03472,,,-0.37271,0.157911
2015/4/12,-0.01567,-0.27791,0.024865,0.539336,-0.17273,-0.39223,,-0.298681733,1.32197,0.557371,-0.6171,-0.03241,,,-0.37271,0.158788
2015/4/13,-0.01585,-0.27737,0.033784,0.556674,-0.17273,-0.39223,,-0.320107108,1.32197,0.557089,-0.6171,-0.04287,,,-0.37553,0.14834
2015/4/14,-0.02133,-0.27563,0.024492,0.562213,-0.17273,-0.39223,,-0.320107108,1.32197,0.557566,-0.61819,-0.05937,,,-0.38711,0.156482
2015/4/15,-0.02386,-0.28081,0.024492,0.577139,-0.17273,-0.39223,-1,-0.320107108,1.32197,0.543045,-0.64685,-0.06992,,,-0.38921,0.165833
2015/4/16,-0.01635,-0.28194,0.025027,0.592858,-0.17273,-0.39223,-1,-0.320107108,1.420455,0.555204,-0.64685,-0.08162,,,-0.38663,0.14824
2015/4/17,-0.00335,-0.28167,0.021539,0.562027,-0.19411,-0.38201,-1,-0.320107108,1.088235,0.564491,-0.64421,-0.09462,,0.371429,-0.38378,0.13957
2015/4/18,-0.00178,-0.2815,0.021539,0.562297,-0.19411,-0.38127,-1,-0.320107108,1.088235,0.563442,-0.64418,-0.08712,,0.371429,-0.38378,0.144677
2015/4/19,-0.00178,-0.2814,0.021539,0.572174,-0.22843,-0.38127,-1,-0.42624148,1.088235,0.563442,-0.64418,-0.08649,,0.371429,-0.38378,0.136118
2015/4/20,-0.00381,-0.28126,0.032198,0.579068,-0.22843,-0.38127,-1,-0.475814522,1.088235,0.563377,-0.64418,-0.10433,,0.371429,-0.40404,0.143678
2015/4/21,-0.00206,-0.2823,0.008023,0.557024,-0.22843,-0.38127,-1,-0.475814522,1.088235,0.564199,-0.64258,-0.11874,,0.371429,-0.39938,0.130338
2015/4/22,-0.00146,-0.28342,0.008023,0.554605,-0.22843,-0.38127,-1,-0.475814522,1.088235,0.565691,-0.64258,-0.13489,,1.394286,-0.4053,0.136446
2015/4/23,-0.00153,-0.28567,0.008513,0.556706,-0.22843,-0.38127,-1,-0.475814522,1.04902,0.565311,-0.63993,-0.14657,,1.394286,-0.41014,0.122063
2015/4/24,-0.0018,-0.28665,0.009814,0.557205,-0.26632,-0.40313,-0.89796,-0.475814522,0.694595,0.573048,-0.62768,-0.15359,,1.394286,-0.40746,0.089557
2015/4/25,0.005046,-0.28793,0.009814,0.56511,-0.26632,-0.40638,-0.89796,-0.475814522,0.694595,0.572094,-0.61365,-0.14766,,1.394286,-0.40323,0.082052
2015/4/26,0.005046,-0.28898,0.009814,0.574668,-0.27315,-0.40638,-0.95868,-0.500166796,0.694595,0.568256,-0.61365,-0.14026,,1.394286,-0.40323,0.06871
2015/4/27,0.00562,-0.29009,0.036379,0.556572,-0.27315,-0.40638,-0.95868,-0.498605689,0.694595,0.571799,-0.61365,-0.13783,,1.394286,-0.40733,0.058029
2015/4/28,0.011298,-0.29086,0.078311,0.547322,-0.27315,-0.40638,-0.95868,-0.498605689,0.694595,0.594871,-0.6156,-0.1449,,1.394286,-0.41027,0.044456
2015/4/29,0.013717,-0.2929,0.083697,0.553068,-0.27315,-0.40638,-0.95868,-0.498605689,0.694595,0.598016,-0.6156,-0.16217,,1.394286,-0.38481,0.01619
2015/4/30,0.010532,-0.29473,0.083697,0.562875,-0.26932,-0.42165,-0.79769,-0.498605689,0.572973,0.605293,-0.6156,-0.17801,,1.394286,-0.41021,0.023419
2015/5/1,0.013139,-0.29498,0.083697,0.581223,-0.26932,-0.42165,-0.87156,-0.498605689,0.572973,0.604907,-0.6156,-0.19107,,1.394286,-0.41021,0.019136
2015/5/2,0.019933,-0.29385,0.083697,0.596763,-0.26932,-0.41362,-0.87156,-0.498605689,0.572973,0.587532,-0.61359,-0.19189,,1.394286,-0.41021,0.02525
2015/5/3,0.019933,-0.29434,0.083697,0.604271,-0.25461,-0.41362,-0.87156,-0.571332962,0.572973,0.589508,-0.61359,-0.19189,,1.394286,-0.41021,0.035476
2015/5/4,0.02035,-0.29434,0.133021,0.601817,-0.25461,-0.41362,-0.87156,-0.494740994,0.572973,0.589508,-0.61359,-0.19219,,1.394286,-0.41073,0.025475
2015/5/5,0.020538,-0.28259,0.211118,0.607606,-0.25461,-0.41362,-0.79817,-0.494740994,0.572973,0.588607,-0.61153,-0.19786,,1.394286,-0.40258,0.014212
2015/5/6,0.012163,-0.28563,0.211826,0.606729,-0.25461,-0.41362,-0.2958,-0.494740994,0.572973,0.588091,-0.61357,-0.21339,,1.394286,-0.40182,-0.00026
2015/5/7,0.005137,-0.287,0.209389,0.63061,-0.25461,-0.41362,-0.36778,-0.494740994,0.559459,0.582858,-0.61357,-0.22037,,1.394286,-0.40086,-0.01927
2015/5/8,0.013552,-0.28667,0.209389,0.683434,-0.24679,-0.44494,-0.37493,-0.494740994,0.707101,0.584472,-0.62128,-0.22605,,1.394286,-0.39949,-0.02311
2015/5/9,0.012365,-0.28545,0.209389,0.712204,-0.24679,-0.41849,-0.37338,-0.494740994,0.707101,0.58714,-0.63415,-0.22502,,1.394286,-0.40312,-0.01655
2015/5/10,0.012365,-0.28431,0.209389,0.747839,-0.24085,-0.41849,-0.37338,-0.440967657,0.707101,0.586215,-0.63415,-0.22487,,1.394286,-0.40312,-0.02766
2015/5/11,0.020017,-0.28553,0.212262,0.752644,-0.24085,-0.41849,-0.37338,-0.420787359,0.707101,0.592104,-0.63415,-0.22659,,1.394286,-0.40548,-0.05474
2015/5/12,0.024667,-0.28697,0.282251,0.746267,-0.24085,-0.41849,-0.25932,-0.420787359,0.707101,0.582116,-0.64611,-0.22884,,0.180282,-0.39918,-0.07182
2015/5/13,0.025498,-0.28795,0.280236,0.765429,-0.24085,-0.41849,-0.15711,-0.420787359,0.707101,0.582089,-0.65331,-0.23036,,0.180282,-0.4009,-0.05634
2015/5/14,0.024724,-0.28469,0.282633,0.784631,-0.24085,-0.41849,-0.14428,-0.420787359,0.656805,0.589109,-0.65331,-0.23229,,0.180282,-0.4001,-0.07019
2015/5/15,0.032221,-0.28081,0.282633,0.824549,-0.25634,-0.45151,-0.02227,-0.420787359,0.702128,0.593313,-0.63953,-0.2289,,0.180282,-0.40077,-0.07699
2015/5/16,0.028908,-0.27962,0.285367,0.873486,-0.25634,-0.4166,0.024478,-0.420787359,0.702128,0.590644,-0.6443,-0.22549,,0.180282,-0.39626,-0.09155
2015/5/17,0.028908,-0.27806,0.285367,0.869891,-0.24355,-0.4166,0.024478,-0.378286337,0.702128,0.587915,-0.63948,-0.22446,,0.180282,-0.39626,-0.09758
2015/5/18,0.028993,-0.27973,0.276229,0.894335,-0.24355,-0.4166,0.024478,-0.372559802,0.702128,0.585406,-0.63948,-0.22539,,0.180282,-0.39093,-0.11244
2015/5/19,0.033798,-0.28111,0.30614,0.914506,-0.24355,-0.4166,0.047105,-0.372559802,0.702128,0.590102,-0.63059,-0.2261,,0.180282,-0.39503,-0.09723
2015/5/20,0.039916,-0.28121,0.30614,0.934328,-0.24355,-0.4166,-0.04299,-0.372559802,0.702128,0.596568,-0.63059,-0.23634,,0.180282,-0.39096,-0.07791
2015/5/21,0.039528,-0.27872,0.306764,0.933844,-0.24355,-0.4166,0.067115,-0.372559802,0.62614,0.600886,-0.63059,-0.24243,,-0.71223,-0.39051,-0.09498
2015/5/22,0.039938,-0.27824,0.308089,0.958052,-0.2086,-0.42966,-0.00795,-0.372559802,0.270784,0.627705,-0.63709,-0.24741,,,-0.38866,-0.11491
2015/5/23,0.036822,-0.27654,0.308089,0.988702,-0.2086,-0.47609,-0.00795,-0.372559802,0.270784,0.629731,-0.63709,-0.24687,,,-0.38957,-0.11116
2015/5/24,0.036822,-0.27748,0.308089,1.016583,-0.21756,-0.47609,-0.00795,-0.257492439,0.270784,0.625476,-0.63709,-0.24579,,,-0.38957,-0.10739
2015/5/25,0.036822,-0.27747,0.320571,1.004736,-0.21756,-0.47609,-0.09061,-0.365633075,0.270784,0.625476,-0.63709,-0.24619,,,-0.37586,-0.111
2015/5/26,0.035276,-0.27901,0.437177,0.985713,-0.21756,-0.47609,-0.13504,-0.365633075,0.270784,0.654042,-0.63886,-0.25163,,,-0.39939,-0.1007
2015/5/27,0.03672,-0.28032,0.437177,0.977791,-0.21756,-0.47609,-0.01878,-0.365633075,0.270784,0.660547,-0.63886,-0.26094,2.938411669,,-0.39867,-0.10939
2015/5/28,0.035517,-0.28095,0.438036,0.955906,-0.21756,-0.47609,-0.01996,-0.365633075,0.353919,0.657498,-0.63886,-0.26576,1.44732577,,-0.39772,-0.12832
2015/5/29,0.039786,-0.28077,0.438036,1.001796,-0.23796,-0.49645,-0.02135,-0.365633075,0.353919,0.655345,-0.64362,-0.25639,0.70178282,,-0.3983,-0.14003
2015/5/30,0.047781,-0.27951,0.438036,0.975312,-0.23796,-0.53195,-0.02135,-0.365633075,0.353919,0.637033,-0.63901,-0.25199,0.70178282,,-0.39972,-0.12763
2015/5/31,0.047781,-0.27882,0.438036,0.987174,-0.23947,-0.53195,-0.02135,-0.31042988,0.353919,0.632578,-0.63901,-0.24973,0.70178282,,-0.39972,-0.12647
2015/6/1,0.051396,-0.28038,0.441774,0.973133,-0.23947,-0.53195,-0.02135,-0.31042988,0.353919,0.636797,-0.63901,-0.24503,0.377633712,,-0.4001,-0.11989
2015/6/2,0.045003,-0.28158,0.476906,0.947992,-0.23947,-0.53195,0.084997,-0.317166783,0.353919,0.636628,-0.63901,-0.24949,0.377633712,,-0.38172,-0.10979
2015/6/3,0.044922,-0.28262,0.476906,0.951961,-0.23947,-0.53195,0.096922,-0.317166783,0.353919,0.654693,-0.63914,-0.26488,0.215559157,,-0.39053,-0.09579
2015/6/4,0.042176,-0.28352,0.476906,0.96601,-0.23947,-0.53195,-0.06713,-0.317166783,0.301663,0.656335,-0.63914,-0.26802,0.069692058,,-0.3847,-0.11068
2015/6/5,0.036097,-0.28462,0.476906,0.941901,-0.28131,-0.53989,-0.06305,-0.317166783,0.301663,0.654572,-0.61607,-0.27043,-0.124797407,,-0.37761,-0.12433
2015/6/6,0.038818,-0.28388,0.476906,0.963865,-0.28131,-0.54812,-0.06305,-0.317166783,0.301663,0.651289,-0.61361,-0.26998,-0.124797407,,-0.37848,-0.122
2015/6/7,0.038818,-0.28276,0.476906,0.969991,-0.30356,-0.54812,-0.06305,-0.378227495,0.301663,0.653173,-0.61361,-0.27271,-0.124797407,,-0.37848,-0.13606
2015/6/8,0.042138,-0.28498,0.480387,0.949806,-0.30356,-0.54812,-0.06305,-0.372608849,0.301663,0.651737,-0.61361,-0.27802,-0.367909238,,-0.38243,-0.13307
2015/6/9,0.039861,-0.2842,0.523151,0.940459,-0.30356,-0.54812,0.076228,-0.372608849,0.301663,0.647596,-0.59226,-0.2773,-0.199737188,,-0.41199,-0.12322
2015/6/10,0.038383,-0.28402,0.523151,0.926425,-0.30356,-0.54812,0.324727,-0.372608849,0.301663,0.640289,-0.59226,-0.28066,-0.377253814,,-0.41097,-0.12305
2015/6/11,0.044273,-0.28454,0.523151,0.969264,-0.30356,-0.54812,0.324727,-0.372608849,0.301663,0.62473,-0.59226,-0.14969,-0.539347409,,-0.41012,-0.11675
2015/6/12,0.046436,-0.28485,0.523151,0.951753,-0.30438,-0.53996,0.333685,-0.372608849,0.087302,0.622531,-0.56317,-0.14345,-0.923224568,,-0.39242,-0.12239
2015/6/13,0.047174,-0.28415,0.523151,0.9579,-0.30438,-0.52898,0.333685,-0.372608849,0.087302,0.62406,-0.56355,-0.14391,-0.846153846,,-0.39295,-0.12089
2015/6/14,0.047174,-0.28475,0.523151,0.978566,-0.30247,-0.52898,0.333685,-0.299201972,0.087302,0.622769,-0.56355,-0.14302,-0.846153846,,-0.39295,-0.11626
2015/6/15,0.050781,-0.28605,0.469441,1.028208,-0.30247,-0.52898,0.333685,-0.356033646,0.087302,0.620299,-0.56355,-0.15376,-0.830769231,,-0.38854,-0.12288
2015/6/16,0.044255,-0.28771,0.512775,1.054172,-0.30247,-0.52898,0.16602,-0.356033646,0.087302,0.609878,-0.53037,-0.17651,-0.830769231,,-0.37126,-0.11799
2015/6/17,0.045582,-0.28856,0.512775,1.053256,-0.30247,-0.52898,0.489391,-0.356033646,0.087302,0.603813,-0.53037,-0.19003,-0.830769231,,-0.37003,-0.12499
2015/6/18,0.045156,-0.28823,0.512775,0.993277,-0.30247,-0.52898,0.481314,-0.356033646,0.126984,0.601511,-0.53037,-0.20543,-0.984615385,,-0.3688,-0.12782
2015/6/19,0.054655,-0.2825,0.512775,0.975599,-0.32143,-0.53877,0.481314,-0.356033646,0.142857,0.498676,-0.53039,-0.20988,-0.984615385,,-0.36972,-0.14205
2015/6/20,0.059753,-0.28109,0.512775,0.983072,-0.32143,-0.53877,0.481314,-0.356033646,0.142857,0.50171,-0.5424,-0.20971,-0.98,,-0.37268,-0.13079
2015/6/21,0.059753,-0.27935,0.512775,1.013446,-0.31862,-0.53877,0.481314,-0.236924404,0.142857,0.501916,-0.5424,-0.20882,-0.98,,-0.37268,-0.13352
2015/6/22,0.059753,-0.28127,0.450108,1.006548,-0.31862,-0.53877,0.481314,-0.292612216,0.142857,0.511369,-0.5424,-0.21382,-0.98,,-0.37268,-0.15159
2015/6/23,0.052619,-0.28344,0.499868,0.979633,-0.31862,-0.53877,0.202746,-0.292612216,0.142857,0.502368,-0.5538,-0.21777,-0.98,,-0.38966,-0.15562
2015/6/24,0.050415,-0.2844,0.499868,0.986225,-0.31862,-0.53877,0.444229,-0.292612216,0.142857,0.508322,-0.5538,-0.21809,-0.96,,-0.3864,-0.15137
2015/6/25,0.05292,-0.2858,0.499868,0.974044,-0.31862,-0.53877,0.444229,-0.292612216,0.1167,0.500943,-0.5538,-0.21404,,,-0.38608,-0.15435
2015/6/26,0.05858,-0.284,0.499868,0.972573,-0.3131,-0.53455,0.444229,-0.292612216,0.069364,0.497891,-0.57199,-0.19675,,,-0.37288,-0.15149
2015/6/27,0.06438,-0.28303,0.499868,0.98039,-0.3131,-0.53522,0.444229,-0.292612216,0.069364,0.499391,-0.56077,-0.19583,,,-0.37132,-0.15833
2015/6/28,0.06438,-0.28206,0.499868,0.991328,-0.34075,-0.53522,0.444229,-0.266320104,0.069364,0.498244,-0.56077,-0.20059,,,-0.37132,-0.16621
2015/6/29,0.059376,-0.28629,0.461741,0.971339,-0.34075,-0.53522,0.444229,-0.238850861,0.069364,0.501089,-0.56077,-0.20163,,,-0.36731,-0.16989
2015/6/30,0.05897,-0.28789,0.44521,1.062531,-0.34075,-0.53522,0.209505,-0.238850861,0.069364,0.492652,-0.55195,-0.20754,,,-0.38237,-0.15886
2015/7/1,0.060044,-0.28823,0.44521,1.06334,-0.34075,-0.53522,0.33942,-0.238850861,0.069364,0.499262,-0.571,-0.22438,,,-0.33974,-0.15433
2015/7/2,0.057991,-0.29303,0.44521,1.049236,-0.34075,-0.53522,0.33942,-0.238850861,0.036609,0.498113,-0.571,-0.22928,,,-0.33916,-0.15967
2015/7/3,0.067202,-0.29351,0.44521,1.037446,-0.33254,-0.51505,0.325098,-0.238850861,-0.18608,0.496709,-0.571,-0.23092,,,-0.31515,-0.14984
2015/7/4,0.066418,-0.29217,0.44521,1.032785,-0.33254,-0.51635,0.325098,-0.238850861,-0.18608,0.498947,-0.5567,-0.28886,,,-0.3157,-0.14014
2015/7/5,0.066418,-0.29083,0.44521,1.027562,-0.32684,-0.51635,0.325098,-0.247562746,-0.18608,0.500926,-0.5567,-0.28886,,,-0.3157,-0.13438
2015/7/6,0.063678,-0.28864,0.422592,1.025869,-0.32684,-0.51635,0.325098,-0.261126388,-0.18608,0.498838,-0.5567,-0.29377,,,-0.3118,-0.14372
2015/7/7,0.049823,-0.28991,0.42272,1.071255,-0.32684,-0.51635,0.283566,-0.261126388,-0.18608,0.495764,-0.56202,-0.29794,,,-0.30627,-0.14234
2015/7/8,0.0523,-0.28955,0.42272,1.016317,-0.32684,-0.51635,0.041243,-0.261126388,-0.18608,0.495589,-0.56202,-0.30328,,,-0.29337,-0.14152
2015/7/9,0.050002,-0.2906,0.42272,1.033225,-0.31081,-0.51635,0.041243,-0.261126388,-0.2708,0.497799,-0.54002,-0.30962,,,-0.29235,-0.13646
2015/7/10,0.048916,-0.29003,0.42272,1.013825,-0.31081,-0.51412,0.041243,-0.261126388,-0.27952,0.487446,-0.53294,-0.2976,,,-0.28424,-0.16139
2015/7/11,0.058579,-0.28831,0.42272,1.017548,-0.31081,-0.49234,0.041243,-0.261126388,-0.27952,0.48463,-0.53561,-0.29734,,,-0.28424,-0.16073
2015/7/12,0.058579,-0.2879,0.42272,0.998828,-0.29673,-0.49234,0.041243,-0.246155413,-0.27952,0.484919,-0.53561,-0.29647,,,-0.28424,-0.16283
2015/7/13,0.061194,-0.28725,0.392563,1.00869,-0.29673,-0.49234,0.056637,-0.205538263,-0.27952,0.480059,-0.53561,-0.29979,,,-0.27747,-0.16425
2015/7/14,0.055172,-0.28658,0.430305,1.061546,-0.29673,-0.49234,-0.02585,-0.205538263,-0.27952,0.473909,-0.53828,-0.11173,,,-0.25729,-0.16865
